db,src_table,label,field_key,evidence,reason
mimic-iv,mimiciv.icu.chartevents,Therapeutic Bed,224087,adjudicated:both_agree,"bed equipment attribute, not a measurement"
mimic-iv,mimiciv.icu.chartevents,Pressure Reducing Device,224088,adjudicated:both_agree,"support surface device attribute, not a measurement"
mimic-iv,mimiciv.icu.chartevents,Anti Embolic Device,224089,adjudicated:both_agree,"device/equipment attribute, not a measurement"
mimic-iv,mimiciv.icu.chartevents,Position,224093,adjudicated:both_agree,"body position category, nursing care attribute"
mimic-iv,mimiciv.icu.chartevents,Parameters Checked,224168,adjudicated:both_agree,"alarm parameter check flag, not a clinical measurement"
mimic-iv,mimiciv.icu.chartevents,Alarms On,224641,adjudicated:both_agree,"monitor alarm status flag, not a clinical measurement"
mimic-iv,mimiciv.icu.chartevents,Pupil Size Left,224733,adjudicated:both_agree,"pupil size neurological exam item, no catalog concept"
mimic-iv,mimiciv.icu.chartevents,Skin Condition,224860,adjudicated:both_agree,"skin assessment item, explicitly out of scope"
mimic-iv,mimiciv.icu.chartevents,Urine Appearance,224876,adjudicated:both_agree,"urine appearance observation, no catalog concept"
mimic-iv,mimiciv.icu.chartevents,Anti Embolic Device Status,225054,adjudicated:both_agree,"device status attribute, not a measurement"
mimic-iv,mimiciv.icu.chartevents,Oral Care,226168,adjudicated:both_agree,"oral care nursing intervention, not a measurement"
mimic-iv,mimiciv.icu.chartevents,Pupil Response Right,227121,adjudicated:both_agree,"pupillary reactivity exam item, no catalog concept"
mimic-iv,mimiciv.icu.chartevents,Pupil Response Left,227288,adjudicated:both_agree,"pupillary reactivity exam item, no catalog concept"
mimic-iv,mimiciv.icu.chartevents,Side Rails,227944,adjudicated:both_agree,"side rail safety documentation, not a measurement"
mimic-iv,mimiciv.icu.chartevents,Restraint (Non-violent),227945,adjudicated:both_agree,"restraint use flag, not a clinical measurement"
mimic-iv,mimiciv.icu.chartevents,Reason for Restraint (Non-violent),227947,adjudicated:both_agree,"restraint justification documentation, not a measurement"
mimic-iv,mimiciv.icu.chartevents,Restraint Device (Non-violent),227948,adjudicated:both_agree,"restraint device type attribute, not a measurement"
mimic-iv,mimiciv.icu.chartevents,Restraint Location,227950,adjudicated:both_agree,"restraint site attribute, not a measurement"
mimic-iv,mimiciv.icu.chartevents,Circulation/Skin Integrity,227951,adjudicated:both_agree,"restraint-site circulation check, not a catalog measure"
mimic-iv,mimiciv.icu.chartevents,Position Change,227952,adjudicated:both_agree,"repositioning documentation, not a measurement"
mimic-iv,mimiciv.icu.chartevents,Range of Motion,227953,adjudicated:both_agree,"range of motion nursing documentation, no catalog concept"
mimic-iv,mimiciv.icu.chartevents,Status and Comfort,227954,adjudicated:both_agree,"restraint monitoring documentation, not a measurement"
mimic-iv,mimiciv.icu.chartevents,Food and Fluid,227955,adjudicated:both_agree,"restraint care documentation, not a measurement"
mimic-iv,mimiciv.icu.chartevents,Urinal/Bedpan,227956,adjudicated:both_agree,"toileting assistance documentation, not a measurement"
mimic-iv,mimiciv.icu.chartevents,Signs of Injury from Intervention,227957,adjudicated:both_agree,"restraint injury check documentation, not a measurement"
mimic-iv,mimiciv.icu.chartevents,Less Restrictive Measures,227958,adjudicated:both_agree,"restraint alternatives documentation, not a measurement"
mimic-iv,mimiciv.icu.chartevents,Restraints Evaluated,227959,adjudicated:both_agree,"restraint reevaluation documentation, not a measurement"
mimic-iv,mimiciv.icu.chartevents,Patient/Family Informed,227960,adjudicated:both_agree,"communication documentation, not a clinical measurement"
mimic-iv,mimiciv.icu.chartevents,Side  Rails,227961,adjudicated:both_agree,"side rail safety documentation, not a measurement"
mimic-iv,mimiciv.icu.chartevents,Safety Measures,227969,adjudicated:both_agree,"nursing restraint/safety intervention item, not a clinical measure"
mimic-iv,mimiciv.icu.chartevents,ST Segment Monitoring On,228305,adjudicated:both_agree,"monitoring status flag, not a clinical measurement"
mimic-iv,mimiciv.icu.chartevents,Commands Response,228397,adjudicated:both_agree,"command-following neurological item, no catalog concept"
mimic-iv,mimiciv.icu.chartevents,Commands,228398,adjudicated:both_agree,"command-following neurological item, no catalog concept"
mimic-iv,mimiciv.icu.chartevents,Strength L Arm,228409,adjudicated:both_agree,"limb motor strength grade 0-5, no catalog concept"
mimic-iv,mimiciv.icu.chartevents,Strength L Leg,228410,adjudicated:both_agree,"limb motor strength grade 0-5, no catalog concept"
mimic-iv,mimiciv.icu.chartevents,Strength R Leg,228411,adjudicated:both_agree,"limb motor strength grade 0-5, no catalog concept"
mimic-iv,mimiciv.icu.chartevents,Strength R Arm,228412,adjudicated:both_agree,"limb motor strength grade 0-5, no catalog concept"
mimic-iv,mimiciv.icu.chartevents,Speech,228414,adjudicated:both_agree,"speech assessment item, no catalog concept"
mimic-iv,mimiciv.icu.chartevents,Assistance,228868,adjudicated:both_agree,"level of assistance nursing item, no catalog concept"
mimic-iv,mimiciv.icu.chartevents,Pain NCP - Interventions,228890,adjudicated:both_agree,"nursing care plan intervention, no catalog concept"
mimic-iv,mimiciv.icu.chartevents,Impaired Fluid Balance NCP - Interventions,228898,adjudicated:both_agree,"nursing care plan intervention, no catalog concept"
mimic-iv,mimiciv.icu.chartevents,Altered Respiratory Status NCP - Interventions,228905,adjudicated:both_agree,"nursing care plan intervention free text, no catalog concept"
mimic-iv,mimiciv.icu.chartevents,Impaired Tissue Perfusion NCP - Expected outcomes,228924,adjudicated:both_agree,"nursing care plan expected outcomes, no catalog concept"
mimic-iv,mimiciv.icu.chartevents,Impaired Tissue Perfusion NCP - Interventions,228928,adjudicated:both_agree,"nursing care plan intervention, no catalog concept"
mimic-iv,mimiciv.icu.chartevents,Post-op Care NCP - Interventions,228937,adjudicated:both_agree,"nursing care plan intervention, no catalog concept"
mimic-iv,mimiciv.icu.chartevents,Infection NCP - Interventions,228947,adjudicated:both_agree,"nursing care plan intervention, no catalog concept"
mimic-iv,mimiciv.icu.chartevents,Altered Mental Status  NCP - Interventions,228977,adjudicated:both_agree,"nursing care plan intervention, no catalog concept"
mimic-iv,mimiciv.icu.chartevents,Safety Restraints NCP - Interventions,228988,adjudicated:both_agree,"nursing care plan intervention, no catalog concept"
mimic-iv,mimiciv.icu.chartevents,Activity / Mobility (JH-HLM),229321,adjudicated:both_agree,"JH-HLM mobility scale, no catalog concept"
mimic-iv,mimiciv.icu.chartevents,Orientation,229381,adjudicated:both_agree,"nursing orientation assessment flag, constant value 1, no catalog concept"
mimic-iv,mimiciv.icu.chartevents,Problem List,220001,adjudicated:both_agree,"问题列表自由文本, 非测量概念"
mimic-iv,mimiciv.icu.chartevents,Heart rate Alarm - High,220046,adjudicated:both_agree,"心率报警上限设定, 非患者心率测量值"
mimic-iv,mimiciv.icu.chartevents,Heart Rate Alarm - Low,220047,adjudicated:both_agree,"心率报警下限设定值(p50=50), 属监护仪报警阈值而非心率测量"
mimic-iv,mimiciv.icu.chartevents,Minute Volume Alarm - Low,220292,adjudicated:both_agree,"分钟通气量报警下限设定, 非实测分钟通气量"
mimic-iv,mimiciv.icu.chartevents,Minute Volume Alarm - High,220293,adjudicated:both_agree,"分钟通气量报警上限设定, 非实测值"
mimic-iv,mimiciv.icu.chartevents,Magnesium,220635,adjudicated:both_agree,"血镁化验, 概念目录中无镁对应概念"
mimic-iv,mimiciv.icu.chartevents,Non-Invasive Blood Pressure Alarm - High,223751,adjudicated:both_agree,"无创血压报警上限设定, 非血压测量值"
mimic-iv,mimiciv.icu.chartevents,Non-Invasive Blood Pressure Alarm - Low,223752,adjudicated:both_agree,"无创血压报警下限设定, 属报警阈值非血压测量值"
mimic-iv,mimiciv.icu.chartevents,O2 Saturation Pulseoxymetry Alarm - High,223769,adjudicated:both_agree,"血氧报警上限设定(恒为100), 非SpO2测量值"
mimic-iv,mimiciv.icu.chartevents,O2 Saturation Pulseoxymetry Alarm - Low,223770,adjudicated:both_agree,"血氧报警下限设定, 非SpO2测量值"
mimic-iv,mimiciv.icu.chartevents,Pain Type,223782,adjudicated:both_agree,"疼痛性质分类(修饰属性), 非pain_score强度值"
mimic-iv,mimiciv.icu.chartevents,Untoward Effect,223796,adjudicated:both_agree,"镇痛镇静不良反应记录, 目录外"
mimic-iv,mimiciv.icu.chartevents,ETT Size (ID),223837,adjudicated:both_agree,"气管插管内径型号, 器械属性, 目录外"
mimic-iv,mimiciv.icu.chartevents,ETT Location,223838,adjudicated:both_agree,"气管插管位置(分类修饰属性), 目录外"
mimic-iv,mimiciv.icu.chartevents,Inspired Gas Temp.,223872,adjudicated:both_agree,"呼吸机吸入气体温度(设备侧), 尽管p50=37°C也非患者体温"
mimic-iv,mimiciv.icu.chartevents,Paw High,223873,adjudicated:both_agree,"气道压高限报警设定, 非气道压测量概念"
mimic-iv,mimiciv.icu.chartevents,Vti High,223874,adjudicated:both_agree,"吸入潮气量高限报警设定, 且值域(p50≈2 mL)不符潮气量"
mimic-iv,mimiciv.icu.chartevents,Fspn High,223875,adjudicated:both_agree,"自主呼吸频率高限报警设定, 非呼吸频率测量值"
mimic-iv,mimiciv.icu.chartevents,Apnea Interval,223876,adjudicated:both_agree,"呼吸机窒息报警间隔(秒)设定, 目录外"
mimic-iv,mimiciv.icu.chartevents,Orientation,223898,adjudicated:both_agree,"定向力分类评估, 与gcs_verbal非同一概念, 目录外"
mimic-iv,mimiciv.icu.chartevents,Gag Reflex,223904,adjudicated:both_agree,"咽反射有无评估, 目录外"
mimic-iv,mimiciv.icu.chartevents,Cough Reflex,223905,adjudicated:both_agree,"咳嗽反射有无的神经评估, 目录外"
mimic-iv,mimiciv.icu.chartevents,PostTib. Pulses R,223935,adjudicated:both_agree,"右胫后动脉搏动强度分级, 目录内无对应"
mimic-iv,mimiciv.icu.chartevents,Radial Pulse R,223936,adjudicated:both_agree,"右桡动脉搏动强度分级(分类), 非heart_rate"
mimic-iv,mimiciv.icu.chartevents,PostTib. Pulses L,223947,adjudicated:both_agree,"左胫后动脉搏动强度分级, 目录外"
mimic-iv,mimiciv.icu.chartevents,Radial Pulse L,223948,adjudicated:both_agree,"左桡动脉搏动强度分级, 非心率"
mimic-iv,mimiciv.icu.chartevents,Capillary Refill R,223951,adjudicated:both_agree,"右侧毛细血管再充盈时间分级, 目录外"
mimic-iv,mimiciv.icu.chartevents,RUE Color,223976,adjudicated:both_agree,"右上肢肤色分类评估, 目录外"
mimic-iv,mimiciv.icu.chartevents,RLE Color,223979,adjudicated:both_agree,"右下肢肤色分类评估, 目录外"
mimic-iv,mimiciv.icu.chartevents,LUE Color,223982,adjudicated:both_agree,"左上肢肤色分类评估, 目录外"
mimic-iv,mimiciv.icu.chartevents,LLE Color,223983,adjudicated:both_agree,"左下肢肤色分类评估, 目录外"
mimic-iv,mimiciv.icu.chartevents,Respiratory Pattern,223985,adjudicated:both_agree,"呼吸型态分类评估, 非呼吸频率数值"
mimic-iv,mimiciv.icu.chartevents,Respiratory Effort,223990,adjudicated:both_agree,"呼吸费力程度定性评估, 目录外"
mimic-iv,mimiciv.icu.chartevents,Cough Type,223992,adjudicated:both_agree,"咳嗽性质分类, 目录外"
mimic-iv,mimiciv.icu.chartevents,Nares R,224000,adjudicated:both_agree,"右鼻孔置管/黏膜状况评估, 目录外"
mimic-iv,mimiciv.icu.chartevents,GI #1 Intub Site,224007,adjudicated:both_agree,"胃肠管置入部位, 置管部位属性, 目录外"
mimic-iv,mimiciv.icu.chartevents,GU Catheter Size,224017,adjudicated:both_agree,"导尿管型号, 器械属性非测量量"
mimic-iv,mimiciv.icu.chartevents,Support Systems,224023,adjudicated:both_agree,"社会支持系统记录, 目录外"
mimic-iv,mimiciv.icu.chartevents,Family Communication,224024,adjudicated:both_agree,"家属沟通记录, 目录外"
mimic-iv,mimiciv.icu.chartevents,Incision Closure #1,224040,adjudicated:both_agree,"切口闭合方式记录, 目录外"
mimic-iv,mimiciv.icu.chartevents,Braden Sensory Perception,224054,adjudicated:both_agree,"Braden压疮量表感知分项, 皮肤评估类, 目录外"
mimic-iv,mimiciv.icu.chartevents,Braden Moisture,224055,adjudicated:both_agree,"Braden潮湿分项, 皮肤评估量表, 目录外"
mimic-iv,mimiciv.icu.chartevents,Braden Activity,224056,adjudicated:both_agree,"Braden活动度分项, 目录外"
mimic-iv,mimiciv.icu.chartevents,Braden Mobility,224057,adjudicated:both_agree,"Braden移动力分项, 目录外"
mimic-iv,mimiciv.icu.chartevents,Braden Nutrition,224058,adjudicated:both_agree,"Braden营养分项, 目录外"
mimic-iv,mimiciv.icu.chartevents,Braden Friction/Shear,224059,adjudicated:both_agree,"Braden摩擦/剪切力分项, 目录外"
mimic-iv,mimiciv.icu.chartevents,Education Learner,224072,adjudicated:both_agree,"健康教育对象记录, 目录外"
mimic-iv,mimiciv.icu.chartevents,Education Barrier,224076,adjudicated:both_agree,"健康教育障碍记录, 目录外"
mimic-iv,mimiciv.icu.chartevents,Education Method,224077,adjudicated:both_agree,"健康教育方式记录, 目录外"
mimic-iv,mimiciv.icu.chartevents,Education Response,224079,adjudicated:both_agree,"健康教育反应记录, 目录外"
mimic-iv,mimiciv.icu.chartevents,Assistance Device,224085,adjudicated:both_agree,"辅助器具使用记录, 目录外"
mimic-iv,mimiciv.icu.chartevents,Resp Alarm - High,224161,adjudicated:both_agree,"呼吸频率报警上限设定, 非呼吸频率测量值"
mimic-iv,mimiciv.icu.chartevents,Resp Alarm - Low,224162,adjudicated:both_agree,"呼吸频率报警下限设定, 非测量值"
mimic-iv,mimiciv.icu.chartevents,Multi Lumen Site Appear,224281,adjudicated:both_agree,"多腔中心静脉置管部位外观评估, 目录外"
mimic-iv,mimiciv.icu.chartevents,Arterial line Site Appear,224289,adjudicated:both_agree,"动脉置管部位外观评估, 目录外"
mimic-iv,mimiciv.icu.chartevents,Arterial line Waveform Appear,224291,adjudicated:both_agree,"动脉波形形态定性评估, 非血压数值"
mimic-iv,mimiciv.icu.chartevents,Capillary Refill L,224308,adjudicated:both_agree,"左侧毛细血管再充盈分级, 目录外"
mimic-iv,mimiciv.icu.chartevents,Sputum Source,224372,adjudicated:both_agree,"痰标本来源分类, 目录外"
mimic-iv,mimiciv.icu.chartevents,Sputum Amount,224373,adjudicated:both_agree,"痰量分级描述, 目录外"
mimic-iv,mimiciv.icu.chartevents,ETT Mark (cm),224415,adjudicated:both_agree,"气管插管刻度深度, 器械属性, 目录外"
mimic-iv,mimiciv.icu.chartevents,Flow Pattern,224692,adjudicated:both_agree,"呼吸机流量波形类型, 设置属性, 目录外"
mimic-iv,mimiciv.icu.chartevents,Peak Insp. Pressure,224695,adjudicated:both_agree,"气道峰压, 与plateau_pressure非同一测量, 目录无对应"
mimic-iv,mimiciv.icu.chartevents,Mean Airway Pressure,224697,adjudicated:both_agree,"平均气道压, 概念目录中无对应(≠peep/plateau_pressure)"
mimic-iv,mimiciv.icu.chartevents,Flow Rate (variable/fixed),224735,adjudicated:both_agree,"呼吸机流量恒定/可变模式分类, 非o2_flow氧流量"
mimic-iv,mimiciv.icu.chartevents,RUE Temp,224767,adjudicated:both_agree,"右上肢皮温分类评估, 非体温概念"
mimic-iv,mimiciv.icu.chartevents,LUE Temp,224769,adjudicated:both_agree,"左上肢皮温分类评估, 非体温概念"
mimic-iv,mimiciv.icu.chartevents,RLE Temp,224771,adjudicated:both_agree,"右下肢皮温冷暖的分类护理评估, 非体温测量量"
mimic-iv,mimiciv.icu.chartevents,LLE Temp,224773,adjudicated:both_agree,"左下肢皮温冷暖分类评估, 属外周灌注评估而非体温"
mimic-iv,mimiciv.icu.chartevents,GI #1 Tube Type,224785,adjudicated:both_agree,"胃肠管类型, 器械属性, 目录外"
mimic-iv,mimiciv.icu.chartevents,GI #1 Tube Status,224786,adjudicated:both_agree,"胃肠管通畅状态记录, 目录外"
mimic-iv,mimiciv.icu.chartevents,ETT Type,224832,adjudicated:both_agree,"气管插管类型, 器械属性, 目录外(≠ventilator_type)"
mimic-iv,mimiciv.icu.chartevents,Edema Amount,224862,adjudicated:both_agree,"水肿程度分级评估, 目录外"
mimic-iv,mimiciv.icu.chartevents,Flow Sensitivity,224865,adjudicated:both_agree,"流量触发灵敏度设置, 目录外"
mimic-iv,mimiciv.icu.chartevents,Nares L,224879,adjudicated:both_agree,"左鼻孔状况评估, 目录外"
mimic-iv,mimiciv.icu.chartevents,Phosphorous,225677,adjudicated:both_agree,"血磷化验, 概念目录中无磷对应概念"
